Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Price_actual,Price_pred
IndiGo,Delhi,Cochin,1,5883,12,6,18,35,1,30,6,55,5883,6376.9917
Jet Airways,Kolkata,Banglore,1,9314,6,5,20,25,22,5,25,40,9314,12086.625
SpiceJet,Banglore,Delhi,0,4423,1,5,9,30,12,20,2,50,4423,4274.609
Multiple carriers,Delhi,Cochin,1,7154,27,3,10,45,19,15,8,30,7154,7501.928
IndiGo,Kolkata,Banglore,0,4804,24,6,15,15,17,45,2,30,4804,4531.4414
IndiGo,Banglore,New Delhi,0,4777,24,3,4,0,6,50,2,50,4777,4874.773
Jet Airways,Kolkata,Banglore,1,9663,12,5,20,0,12,0,16,0,9663,13019.645
SpiceJet,Kolkata,Banglore,1,7804,15,5,15,55,21,25,5,30,7804,7858.3877
IndiGo,Mumbai,Hyderabad,0,4049,3,5,6,25,7,55,1,30,4049,4055.5127
Air Asia,Banglore,Delhi,0,3383,15,6,11,10,13,55,2,45,3383,4198.4497
Jet Airways,Kolkata,Banglore,1,8529,12,6,16,30,10,5,17,35,8529,11312.48
IndiGo,Kolkata,Banglore,0,4804,6,6,21,25,0,5,2,40,4804,4632.8647
Jet Airways,Kolkata,Banglore,1,9663,18,5,8,25,8,15,23,50,9663,11497.864
GoAir,Banglore,Delhi,0,3419,12,5,20,55,23,40,2,45,3419,3997.9956
Air India,Kolkata,Banglore,0,5195,12,4,14,15,16,45,2,30,5195,5218.937
IndiGo,Banglore,New Delhi,0,7648,3,3,13,0,15,50,2,50,7648,9923.258
Jet Airways,Kolkata,Banglore,1,10844,6,6,18,55,22,35,27,40,10844,10846.947
Jet Airways,Kolkata,Banglore,1,14151,9,6,17,0,9,45,16,45,14151,12485.241
Air India,Kolkata,Banglore,1,11306,18,5,7,0,20,25,13,25,11306,10472.7295
Air Asia,Kolkata,Banglore,1,5192,1,5,22,40,10,40,12,0,5192,6888.1606
Vistara,Chennai,Kolkata,0,3687,12,6,7,5,9,20,2,15,3687,3753.9912
Jet Airways,Delhi,Cochin,1,14924,9,6,19,45,19,0,23,15,14924,12182.03
Multiple carriers,Delhi,Cochin,1,6943,27,5,14,0,1,30,11,30,6943,12002.275
Air India,Kolkata,Banglore,2,10697,21,5,8,20,18,30,10,10,10697,11125.034
Jet Airways,Delhi,Cochin,2,17072,6,3,17,55,4,25,34,30,17072,16202.109
Jet Airways,Banglore,Delhi,0,4030,24,5,8,20,11,20,3,0,4030,6197.4775
Jet Airways,Banglore,Delhi,0,7229,1,6,18,55,22,0,3,5,7229,7890.4985
Jet Airways,Delhi,Cochin,1,14714,1,6,21,50,4,25,6,35,14714,12381.176
Multiple carriers,Delhi,Cochin,1,8073,15,5,19,0,1,30,6,30,8073,7737.6787
Jet Airways,Banglore,Delhi,0,6478,12,6,6,0,8,45,2,45,6478,6810.094
Multiple carriers,Delhi,Cochin,1,8055,27,3,7,30,21,0,13,30,8055,8253.155
Air India,Delhi,Cochin,2,12409,18,5,17,15,19,15,26,0,12409,12549.864
Air Asia,Kolkata,Banglore,0,4107,21,5,22,50,1,20,2,30,4107,4168.8545
Jet Airways,Kolkata,Banglore,1,10844,9,6,21,10,23,35,26,25,10844,11388.816
IndiGo,Delhi,Cochin,1,6938,27,3,14,20,22,20,8,0,6938,6155.2275
Multiple carriers,Delhi,Cochin,1,6093,15,6,14,55,22,30,7,35,6093,6229.0254
IndiGo,Delhi,Cochin,1,7160,27,4,5,5,12,10,7,5,7160,6408.38
Jet Airways,Mumbai,Hyderabad,0,5678,1,4,19,35,21,5,1,30,5678,3686.3452
Jet Airways,Banglore,New Delhi,1,14815,6,3,14,5,8,15,18,10,14815,14797.5
Jet Airways,Delhi,Cochin,2,10919,15,6,14,35,12,35,22,0,10919,12708.854
SpiceJet,Kolkata,Banglore,1,4649,1,5,15,5,20,20,5,15,4649,5363.5996
IndiGo,Banglore,Delhi,0,4823,3,6,18,25,21,20,2,55,4823,5008.258
IndiGo,Delhi,Cochin,0,7673,3,3,21,5,0,20,3,15,7673,8062.972
Air India,Banglore,New Delhi,1,10657,9,3,11,5,22,45,11,40,10657,10664.3955
Air India,Banglore,New Delhi,2,11474,12,3,6,50,22,55,16,5,11474,12375.442
Jet Airways,Mumbai,Hyderabad,0,2228,3,4,2,55,4,20,1,25,2228,4649.243
Jet Airways,Banglore,New Delhi,1,10405,15,3,8,0,8,15,24,15,10405,9152.659
Jet Airways,Delhi,Cochin,1,10262,9,6,17,30,12,35,19,5,10262,11465.963
Jet Airways,Banglore,Delhi,0,4544,24,4,19,50,22,50,3,0,4544,6282.83
Vistara,Kolkata,Banglore,1,9187,9,5,20,20,9,5,12,45,9187,8152.426
Air Asia,Kolkata,Banglore,0,5620,1,3,10,20,12,55,2,35,5620,6858.298
Vistara,Banglore,New Delhi,0,21730,1,3,19,40,22,20,2,40,21730,17004.494
SpiceJet,Kolkata,Banglore,0,3841,15,5,9,0,11,25,2,25,3841,4018.8699
Air India,Delhi,Cochin,0,4729,18,3,18,5,21,10,3,5,4729,6755.8423
Jet Airways,Kolkata,Banglore,1,10844,21,5,21,10,12,0,14,50,10844,11343.795
Jet Airways,Delhi,Cochin,1,14714,12,6,13,0,19,0,6,0,14714,11834.9795
Jet Airways,Delhi,Cochin,2,12819,24,6,13,25,12,35,23,10,12819,12751.715
Jet Airways,Mumbai,Hyderabad,0,8040,27,5,10,20,11,50,1,30,8040,6098.007
Vistara,Banglore,Delhi,0,4668,6,6,7,0,9,40,2,40,4668,4597.015
Multiple carriers,Delhi,Cochin,1,9103,15,5,11,25,19,0,7,35,9103,10148.836
Multiple carriers,Delhi,Cochin,1,13135,6,3,4,0,15,30,11,30,13135,16096.241
Jet Airways,Kolkata,Banglore,1,14151,15,5,9,35,23,35,14,0,14151,13290.114
Jet Airways,Kolkata,Banglore,1,14388,15,5,18,55,8,15,13,20,14388,11178.192
Air India,Delhi,Cochin,1,7480,15,5,17,20,9,25,16,5,7480,7462.869
Jet Airways,Delhi,Cochin,2,13014,12,6,9,40,19,0,9,20,13014,12104.073
Jet Airways,Banglore,New Delhi,1,22270,1,3,11,40,5,5,17,25,22270,25675.887
Jet Airways,Delhi,Cochin,2,15129,18,5,23,5,19,0,19,55,15129,15048.043
Jet Airways,Delhi,Cochin,2,13029,18,5,5,30,4,25,22,55,13029,14718.651
Jet Airways,Banglore,Delhi,0,8016,15,6,17,45,20,45,3,0,8016,7401.14
Air India,Delhi,Cochin,1,16142,3,3,12,30,9,25,20,55,16142,16003.775
Air India,Delhi,Cochin,0,6094,18,4,14,10,17,10,3,0,6094,6276.0435
Jet Airways,Kolkata,Banglore,1,10031,24,3,8,25,23,25,15,0,10031,13704.166
Jet Airways,Delhi,Cochin,2,12814,21,3,5,25,18,50,37,25,12814,10838.574
Multiple carriers,Delhi,Cochin,1,7530,3,6,11,40,1,30,13,50,7530,7879.287
SpiceJet,Kolkata,Banglore,0,4174,6,5,9,0,11,25,2,25,4174,4026.113
Air India,Kolkata,Banglore,2,10991,9,5,5,50,20,25,14,35,10991,11216.7295
Jet Airways,Banglore,New Delhi,1,11087,9,3,7,0,9,30,26,30,11087,11731.198
Multiple carriers,Delhi,Cochin,1,9794,18,5,10,20,19,0,8,40,9794,9728.936
Air India,Kolkata,Banglore,1,7893,1,4,20,30,8,55,12,25,7893,8144.254
Multiple carriers,Delhi,Cochin,1,18286,3,3,11,30,1,35,14,5,18286,17547.846
Air Asia,Banglore,Delhi,0,4282,6,6,4,55,7,45,2,50,4282,4779.1143
Multiple carriers,Delhi,Cochin,1,14067,21,5,2,15,11,50,9,35,14067,12577.75
Multiple carriers,Delhi,Cochin,1,8386,9,3,9,45,16,10,6,25,8386,11160.665
Air Asia,Kolkata,Banglore,0,4409,15,5,10,20,12,55,2,35,4409,4585.6553
Jet Airways,Banglore,New Delhi,1,7832,21,3,22,50,11,25,12,35,7832,7541.1553
Air India,Kolkata,Banglore,3,12954,1,4,10,0,10,30,24,30,12954,10144.269
Jet Airways,Delhi,Cochin,2,11150,27,6,23,5,4,25,29,20,11150,14417.672
IndiGo,Delhi,Cochin,1,5073,3,4,7,35,12,10,4,35,5073,4614.617
Vistara,Kolkata,Banglore,1,9922,12,5,17,0,9,5,16,5,9922,8144.979
Air India,Banglore,Delhi,0,6961,12,6,10,0,12,45,2,45,6961,6395.0615
Multiple carriers,Delhi,Cochin,1,17493,3,3,13,0,21,0,8,0,17493,17350.463
Vistara,Kolkata,Banglore,1,8452,15,5,17,0,10,45,17,45,8452,9190.201
Air India,Mumbai,Hyderabad,0,3100,21,6,21,5,22,25,1,20,3100,3080.9148
IndiGo,Banglore,Delhi,0,3943,27,6,4,0,6,50,2,50,3943,3858.5596
Air Asia,Banglore,Delhi,0,3383,27,5,23,55,2,45,2,50,3383,3768.032
SpiceJet,Mumbai,Hyderabad,0,2437,18,3,5,45,7,5,1,20,2437,2429.216
SpiceJet,Mumbai,Hyderabad,0,1965,1,6,22,45,0,15,1,30,1965,2241.808
Multiple carriers,Delhi,Cochin,1,7005,12,6,12,50,21,0,8,10,7005,6810.8115
Jet Airways,Delhi,Cochin,2,15129,9,5,23,5,4,25,29,20,15129,15991.051
Jet Airways,Delhi,Cochin,2,15129,18,5,9,40,19,0,9,20,15129,13750.811
Jet Airways,Kolkata,Banglore,1,13584,9,5,14,5,18,15,28,10,13584,9522.805
Air India,Delhi,Cochin,2,11806,21,5,5,0,7,40,26,40,11806,10512.337
Air India,Delhi,Cochin,1,11522,6,3,5,15,6,50,25,35,11522,12260.183
Jet Airways,Kolkata,Banglore,1,14781,1,5,21,10,8,15,11,5,14781,11484.074
IndiGo,Kolkata,Banglore,1,4226,15,5,6,20,10,20,4,0,4226,4262.431
Jet Airways,Delhi,Cochin,2,10368,12,6,5,30,4,25,22,55,10368,12234.593
Jet Airways,Banglore,Delhi,0,7229,15,4,17,45,20,45,3,0,7229,6256.0405
Jet Airways,Kolkata,Banglore,1,12681,1,4,18,55,16,20,21,25,12681,8360.092
IndiGo,Kolkata,Banglore,0,5644,21,4,11,30,14,5,2,35,5644,5249.6943
SpiceJet,Chennai,Kolkata,0,3597,9,6,9,45,12,0,2,15,3597,3584.8274
Jet Airways,Kolkata,Banglore,1,14388,6,5,20,0,20,45,24,45,14388,10273.666
Air India,Banglore,New Delhi,1,8845,15,3,22,0,13,20,15,20,8845,7525.5015
Jet Airways,Delhi,Cochin,2,13292,24,6,5,30,4,25,22,55,13292,12313.387
Jet Airways,Banglore,New Delhi,1,27992,1,3,5,45,21,20,15,35,27992,27900.225
SpiceJet,Banglore,Delhi,0,3919,3,6,9,30,12,20,2,50,3919,3996.6519
IndiGo,Chennai,Kolkata,0,3597,21,6,13,15,15,35,2,20,3597,3686.4004
Air India,Delhi,Cochin,1,8879,18,5,10,0,19,15,9,15,8879,9992.927
Jet Airways,Mumbai,Hyderabad,0,5678,24,3,2,55,4,25,1,30,5678,3625.0984
Jet Airways,Mumbai,Hyderabad,0,4995,27,6,10,20,11,50,1,30,4995,6615.05
Air India,Delhi,Cochin,0,6094,12,5,5,10,8,0,2,50,6094,5561.0684
Air India,Delhi,Cochin,2,9968,21,5,5,0,19,15,38,15,9968,10171.709
Jet Airways,Delhi,Cochin,0,9564,18,5,11,0,14,15,3,15,9564,8323.775
Jet Airways,Delhi,Cochin,2,13376,15,6,14,35,12,35,22,0,13376,12708.854
Multiple carriers,Delhi,Cochin,1,7408,15,6,8,0,21,0,13,0,7408,10754.755
Air India,Kolkata,Banglore,2,15170,24,5,9,50,8,55,23,5,15170,14274.443
IndiGo,Mumbai,Hyderabad,0,2227,27,5,21,20,22,50,1,30,2227,2813.8445
Jet Airways,Banglore,Delhi,0,7229,1,6,8,20,11,20,3,0,7229,6835.4663
Jet Airways,Kolkata,Banglore,1,9663,9,6,20,0,4,40,8,40,9663,11719.196
Multiple carriers,Delhi,Cochin,1,10877,6,6,11,25,19,0,7,35,10877,11280.882
Multiple carriers,Delhi,Cochin,1,15077,6,3,6,40,19,15,12,35,15077,13142.809
Jet Airways,Delhi,Cochin,2,13376,1,6,14,35,12,35,22,0,13376,12234.035
Jet Airways,Banglore,New Delhi,1,13817,12,3,18,55,10,25,15,30,13817,11954.512
Vistara,Kolkata,Banglore,1,7927,1,4,20,20,18,50,22,30,7927,8716.378
Jet Airways,Delhi,Cochin,1,10262,3,6,10,0,19,0,9,0,10262,13334.306
Jet Airways,Delhi,Cochin,1,5177,6,4,11,30,19,0,7,30,5177,7662.667
Jet Airways,Delhi,Cochin,1,16079,21,5,15,0,19,0,28,0,16079,13694.686
Jet Airways,Kolkata,Banglore,1,11841,6,5,16,30,23,35,7,5,11841,12472.085
Multiple carriers,Delhi,Cochin,1,14086,9,3,6,50,21,0,14,10,14086,12818.943
Multiple carriers,Delhi,Cochin,1,5883,27,3,14,35,22,20,7,45,5883,4988.0024
Air Asia,Banglore,New Delhi,0,3383,24,3,11,10,13,55,2,45,3383,4580.1997
Multiple carriers,Delhi,Cochin,1,6795,27,5,10,20,1,30,15,10,6795,6917.636
GoAir,Delhi,Cochin,1,7378,15,5,10,35,19,35,9,0,7378,6427.601
IndiGo,Banglore,Delhi,0,4823,24,5,18,55,21,50,2,55,4823,4847.804
Jet Airways,Banglore,Delhi,0,6478,24,6,19,50,22,50,3,0,6478,7605.433
Multiple carriers,Delhi,Cochin,1,7408,27,6,8,0,21,0,13,0,7408,10230.431
Air India,Mumbai,Hyderabad,0,3100,12,6,19,30,20,45,1,15,3100,3144.668
IndiGo,Delhi,Cochin,1,6171,27,3,4,55,12,0,7,5,6171,5438.055
Air India,Kolkata,Banglore,2,15170,24,5,9,50,12,30,26,40,15170,14410.324
Jet Airways,Kolkata,Banglore,1,8586,1,5,8,25,4,40,20,15,8586,11254.702
IndiGo,Delhi,Cochin,1,13611,9,3,15,0,1,35,10,35,13611,12914.561
Multiple carriers,Delhi,Cochin,1,13727,15,5,11,30,21,0,9,30,13727,11790.677
Air India,Kolkata,Banglore,1,6117,6,6,19,0,11,5,16,5,6117,7142.741
Jet Airways,Kolkata,Banglore,1,10539,6,6,17,0,10,55,17,55,10539,12605.616
Jet Airways,Delhi,Cochin,1,12373,18,5,11,30,12,35,25,5,12373,12514.447
Vistara,Mumbai,Hyderabad,1,12080,12,3,19,45,19,55,24,10,12080,11919.645
Multiple carriers,Delhi,Cochin,1,7618,27,5,9,0,21,0,12,0,7618,10458.259
Air Asia,Banglore,Delhi,0,3383,27,5,11,10,13,55,2,45,3383,3859.9614
Jet Airways,Banglore,Delhi,0,7229,18,4,11,10,14,5,2,55,7229,6264.7925
Air India,Delhi,Cochin,2,8603,3,6,12,0,19,15,7,15,8603,9507.251
SpiceJet,Kolkata,Banglore,0,4622,6,3,17,15,19,45,2,30,4622,5157.711
Multiple carriers,Delhi,Cochin,1,10877,9,4,8,30,19,0,10,30,10877,8914.915
Air Asia,Banglore,Delhi,0,3383,9,5,11,10,13,55,2,45,3383,4119.587
Jet Airways,Delhi,Cochin,1,10262,1,6,19,15,4,25,9,10,10262,12153.968
Jet Airways,Delhi,Cochin,1,14714,1,6,15,0,4,25,13,25,14714,12845.878
Air India,Delhi,Cochin,2,12646,6,3,16,40,19,15,26,35,12646,12757.567
Multiple carriers,Delhi,Cochin,1,10529,6,5,7,30,19,0,11,30,10529,10012.365
SpiceJet,Mumbai,Hyderabad,0,2017,18,6,22,45,0,15,1,30,2017,2040.118
Jet Airways,Kolkata,Banglore,1,8529,12,6,20,0,9,20,13,20,8529,11605.656
Jet Airways,Delhi,Cochin,2,13029,9,5,19,30,4,25,8,55,13029,13731.6875
Air India,Kolkata,Banglore,1,8576,9,6,9,25,18,30,9,5,8576,8674.432
IndiGo,Chennai,Kolkata,0,3858,27,3,11,35,14,0,2,25,3858,4305.8374
Jet Airways,Banglore,New Delhi,1,21934,15,3,16,55,0,45,7,50,21934,27513.623
IndiGo,Mumbai,Hyderabad,0,2754,3,4,2,35,4,5,1,30,2754,3053.9084
IndiGo,Chennai,Kolkata,0,3850,27,6,7,55,10,15,2,20,3850,3655.1746
Jet Airways,Delhi,Cochin,2,12410,12,6,20,0,4,25,8,25,12410,14475.1455
Multiple carriers,Delhi,Cochin,1,8937,1,6,11,25,19,15,7,50,8937,9497.301
Jet Airways,Kolkata,Banglore,1,13067,18,5,9,35,19,10,9,35,13067,12546.018
Jet Airways,Banglore,New Delhi,1,12284,18,3,5,45,16,10,10,25,12284,11398.658
Multiple carriers,Delhi,Cochin,1,9627,27,5,8,30,19,0,10,30,9627,10256.352
Air India,Chennai,Kolkata,0,4667,9,6,11,40,13,55,2,15,4667,4817.7393
Jet Airways,Kolkata,Banglore,1,10844,6,5,6,30,18,15,11,45,10844,11935.417
Multiple carriers,Delhi,Cochin,1,8475,27,5,7,30,21,0,13,30,8475,8855.793
IndiGo,Delhi,Cochin,1,6979,9,5,11,25,21,0,9,35,6979,7115.004
Vistara,Chennai,Kolkata,0,11982,18,6,17,45,20,5,2,20,11982,11588.38
Jet Airways,Kolkata,Banglore,1,10844,18,5,5,45,19,50,14,5,10844,13639.985
Air India,Banglore,New Delhi,0,12841,3,3,13,20,16,10,2,50,12841,9403.272
Jet Airways,Kolkata,Banglore,1,13067,9,5,17,0,21,5,28,5,13067,11186.031
IndiGo,Banglore,Delhi,0,4423,6,4,10,10,13,0,2,50,4423,4133.497
Jet Airways,Delhi,Cochin,1,12373,9,5,21,50,19,0,21,10,12373,13690.978
Jet Airways,Kolkata,Banglore,1,13941,9,5,16,30,10,5,17,35,13941,11743.519
Air India,Delhi,Cochin,1,8372,9,6,21,0,19,15,22,15,8372,7885.3325
Jet Airways,Mumbai,Hyderabad,0,2759,24,3,10,20,11,50,1,30,2759,5861.3384
Jet Airways,Kolkata,Banglore,1,7064,1,4,6,30,23,35,17,5,7064,8507.586
Multiple carriers,Delhi,Cochin,1,17493,3,3,13,0,1,35,12,35,17493,17814.496
Jet Airways,Kolkata,Banglore,1,10844,9,6,20,0,22,35,26,35,10844,10846.204
Air India,Delhi,Cochin,2,8603,3,6,12,0,7,40,19,40,8603,9409.172
Air Asia,Delhi,Cochin,1,7452,21,4,7,55,22,25,14,30,7452,5629.0547
Air India,Delhi,Cochin,1,14882,6,3,9,0,7,40,22,40,14882,13274.55
Jet Airways,Delhi,Cochin,2,13014,12,6,19,30,4,25,8,55,13014,11421.124
Air India,Kolkata,Banglore,1,10413,24,5,7,0,20,25,13,25,10413,10446.948
Multiple carriers,Delhi,Cochin,1,9526,15,6,10,20,19,15,8,55,9526,7938.7603
Jet Airways,Delhi,Cochin,2,12819,24,6,19,10,12,35,17,25,12819,13047.291
Multiple carriers,Delhi,Cochin,1,6883,27,3,9,0,21,0,12,0,6883,9907.756
Multiple carriers,Delhi,Cochin,1,7198,27,5,19,0,1,30,6,30,7198,6719.939
SpiceJet,Chennai,Kolkata,0,3859,3,5,9,45,12,0,2,15,3859,3583.6628
Jet Airways,Delhi,Cochin,1,12239,27,5,8,0,19,0,11,0,12239,14425.182
IndiGo,Kolkata,Banglore,1,4966,9,4,11,30,16,5,4,35,4966,5654.921
Air India,Banglore,New Delhi,2,10835,18,3,8,50,16,30,31,40,10835,11958.924
Air India,Delhi,Cochin,1,7952,6,6,6,5,9,25,27,20,7952,8136.447
IndiGo,Banglore,Delhi,0,3419,9,4,1,30,4,15,2,45,3419,4282.688
GoAir,Delhi,Cochin,1,5628,3,3,5,45,13,20,7,35,5628,10449.767
Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,20,45,25,50,10844,10783.994
IndiGo,Delhi,Cochin,1,7503,18,5,10,35,1,30,14,55,7503,6866.705
Jet Airways,Kolkata,Banglore,1,7064,1,4,8,25,12,0,27,35,7064,7898.0757
SpiceJet,Kolkata,Banglore,1,9158,9,6,15,55,21,25,5,30,9158,8333.479
Multiple carriers,Delhi,Cochin,1,24318,6,3,17,0,1,35,8,35,24318,14249.279
Multiple carriers,Delhi,Cochin,1,7038,21,5,7,10,18,10,11,0,7038,8174.1743
IndiGo,Mumbai,Hyderabad,0,2227,27,3,21,20,22,45,1,25,2227,2216.2097
Multiple carriers,Delhi,Cochin,1,16108,15,6,11,30,19,15,7,45,16108,11985.213
IndiGo,Mumbai,Hyderabad,0,2754,9,6,19,5,20,35,1,30,2754,3012.4268
Jet Airways,Delhi,Cochin,2,18799,3,3,5,25,18,50,13,25,18799,17909.648
Jet Airways,Mumbai,Hyderabad,0,5678,6,5,19,35,21,5,1,30,5678,4317.811
Jet Airways,Banglore,New Delhi,1,27992,1,3,7,0,20,20,13,20,27992,26772.441
IndiGo,Kolkata,Banglore,0,5644,3,6,14,25,16,55,2,30,5644,5154.62
Jet Airways,Kolkata,Banglore,1,11134,24,3,21,10,9,15,12,5,11134,12266.928
Jet Airways,Banglore,Delhi,0,7229,9,5,18,55,22,0,3,5,7229,5827.7163
SpiceJet,Chennai,Kolkata,0,3543,18,6,17,45,20,5,2,20,3543,3490.0083
Air India,Mumbai,Hyderabad,0,2575,24,3,6,20,7,40,1,20,2575,2775.0393
Air Asia,Banglore,Delhi,0,3383,6,4,11,10,13,55,2,45,3383,4393.606
Air India,Kolkata,Banglore,1,10413,9,6,17,30,20,25,26,55,10413,9923.438
GoAir,Banglore,Delhi,0,3898,9,6,20,55,23,40,2,45,3898,4156.812
Multiple carriers,Delhi,Cochin,1,10406,1,6,7,5,21,0,13,55,10406,12344.854
Jet Airways,Delhi,Cochin,1,10577,9,6,19,45,4,25,8,40,10577,11784.404
Multiple carriers,Delhi,Cochin,1,7268,27,6,11,40,19,15,7,35,7268,8167.574
Vistara,Kolkata,Banglore,1,13310,24,3,17,0,9,10,16,10,13310,11021.818
Jet Airways,Delhi,Cochin,2,18799,3,3,5,25,4,25,23,0,18799,17862.486
IndiGo,Delhi,Cochin,1,6628,27,3,17,30,1,35,8,5,6628,6938.3667
Air India,Delhi,Cochin,1,13832,9,3,21,40,7,40,10,0,13832,11109.189
Air India,Kolkata,Banglore,2,10676,12,5,12,0,11,10,23,10,10676,10449.762
Jet Airways,Delhi,Cochin,1,14714,3,6,22,50,4,25,5,35,14714,12712.418
Jet Airways,Delhi,Cochin,1,12242,27,3,21,50,4,25,6,35,12242,9666.079
Air India,Mumbai,Hyderabad,0,3100,27,5,19,30,20,45,1,15,3100,3300.233
Jet Airways,Delhi,Cochin,2,13029,18,5,5,30,19,0,13,30,13029,14523.92
SpiceJet,Chennai,Kolkata,0,3807,18,3,8,20,10,35,2,15,3807,3930.4143
SpiceJet,Kolkata,Banglore,0,3841,12,4,9,0,11,25,2,25,3841,4309.4424
Jet Airways,Banglore,New Delhi,1,14815,6,3,8,0,5,5,21,5,14815,14164.852
Jet Airways,Delhi,Cochin,1,14714,12,6,20,55,4,25,7,30,14714,11941.327
Vistara,Banglore,Delhi,0,4668,6,5,11,30,14,20,2,50,4668,4852.4014
Air India,Banglore,New Delhi,2,11791,3,3,5,50,22,10,40,20,11791,10144.228
Jet Airways,Delhi,Cochin,2,13014,9,6,9,40,19,0,9,20,13014,12285.445
Air Asia,Delhi,Cochin,1,8327,9,3,16,45,7,10,14,25,8327,11549.589
Air India,Kolkata,Banglore,0,4145,21,5,20,45,23,20,2,35,4145,4697.857
Multiple carriers,Delhi,Cochin,1,12327,27,3,13,0,1,35,12,35,12327,8269.402
Jet Airways,Kolkata,Banglore,1,14151,21,5,9,35,23,35,14,0,14151,13658.33
Air India,Delhi,Cochin,2,13022,15,5,17,15,19,15,26,0,13022,12399.348
Jet Airways,Delhi,Cochin,2,12609,24,6,21,25,12,35,15,10,12609,11208.831
Jet Airways Business,Banglore,New Delhi,1,57209,1,3,9,45,14,25,4,40,57209,29807.533
Air India,Banglore,Delhi,0,6961,27,6,10,0,12,45,2,45,6961,6369.413
Jet Airways,Banglore,New Delhi,1,26890,1,3,7,0,5,5,22,5,26890,22063.225
Air India,Mumbai,Hyderabad,0,3625,12,5,19,30,20,45,1,15,3625,3150.673
Air India,Banglore,New Delhi,0,7591,9,3,21,10,23,55,2,45,7591,6216.982
Jet Airways,Kolkata,Banglore,1,10844,21,5,6,30,16,20,9,50,10844,12814.773
Air India,Kolkata,Banglore,1,7872,18,5,16,45,21,5,28,20,7872,7691.288
Air India,Banglore,Delhi,0,6961,21,5,5,45,8,45,3,0,6961,5687.148
SpiceJet,Banglore,Delhi,0,3919,18,5,21,10,0,5,2,55,3919,4080.4548
Vistara,Kolkata,Banglore,1,13100,24,3,17,0,18,45,25,45,13100,12985.299
Air India,Banglore,Delhi,0,6121,3,5,13,20,16,10,2,50,6121,5709.1606
SpiceJet,Banglore,Delhi,0,3919,6,4,21,10,0,5,2,55,3919,3811.722
IndiGo,Delhi,Cochin,1,5636,27,6,2,0,7,25,5,25,5636,5789.64
Multiple carriers,Delhi,Cochin,1,9856,24,6,7,5,16,10,9,5,9856,9852.148
IndiGo,Kolkata,Banglore,0,4804,18,6,17,15,19,50,2,35,4804,4596.9917
SpiceJet,Banglore,New Delhi,0,6309,24,3,9,35,12,30,2,55,6309,4535.58
SpiceJet,Kolkata,Banglore,1,8479,1,5,11,35,18,50,7,15,8479,9048.873
Jet Airways,Banglore,New Delhi,1,31825,1,3,18,40,9,0,14,20,31825,26175.719
Jet Airways,Kolkata,Banglore,1,14388,12,5,18,55,9,20,14,25,14388,10918.322
Jet Airways,Kolkata,Banglore,1,10844,15,5,18,55,22,35,27,40,10844,10443.617
Jet Airways,Delhi,Cochin,2,13014,24,6,9,40,12,35,26,55,13014,11945.196
Jet Airways,Banglore,New Delhi,1,12284,18,3,11,40,18,25,6,45,12284,12477.574
SpiceJet,Chennai,Kolkata,0,3597,27,5,9,45,12,0,2,15,3597,3478.53
Jet Airways,Delhi,Cochin,2,13376,15,6,14,35,4,25,13,50,13376,12054.871
Jet Airways,Delhi,Cochin,1,6017,21,3,15,0,4,25,13,25,6017,10169.633
Air India,Kolkata,Banglore,2,11432,9,6,9,25,5,35,20,10,11432,11582.379
Vistara,Banglore,Delhi,0,5088,6,6,19,30,22,15,2,45,5088,5026.4517
Vistara,Kolkata,Banglore,1,8610,12,6,7,10,23,25,16,15,8610,8572.05
Air India,Delhi,Cochin,1,8372,15,5,9,0,19,15,10,15,8372,9572.503
SpiceJet,Banglore,Delhi,0,4423,12,5,9,30,12,20,2,50,4423,4351.418
IndiGo,Chennai,Kolkata,0,6297,15,3,22,5,0,30,2,25,6297,6296.1055
Multiple carriers,Delhi,Cochin,1,7933,6,6,10,0,21,0,11,0,7933,10915.844
Air India,Delhi,Cochin,2,18736,9,3,5,55,19,15,13,20,18736,13531.792
Jet Airways,Banglore,Delhi,0,4030,1,5,7,10,10,10,3,0,4030,6352.1616
Jet Airways,Delhi,Cochin,2,10368,18,5,19,30,12,35,17,5,10368,14345.075
Jet Airways,Kolkata,Banglore,1,9663,6,5,16,30,9,20,16,50,9663,12182.834
IndiGo,Mumbai,Hyderabad,0,2754,6,5,19,5,20,35,1,30,2754,2747.5793
Air Asia,Delhi,Cochin,1,6152,12,6,7,55,22,25,14,30,6152,6849.118
Multiple carriers,Delhi,Cochin,1,7618,21,3,7,0,21,0,14,0,7618,7744.2563
Air India,Banglore,Delhi,0,5176,3,4,10,0,12,45,2,45,5176,5939.8154
IndiGo,Kolkata,Banglore,0,4804,27,6,20,25,23,10,2,45,4804,4636.674
IndiGo,Kolkata,Banglore,0,4804,24,6,22,15,0,50,2,35,4804,4759.0137
Jet Airways,Delhi,Cochin,1,5177,3,4,2,15,12,35,10,20,5177,6846.8687
Air India,Banglore,New Delhi,1,6273,3,3,8,15,12,15,4,0,6273,7052.45
Jet Airways,Banglore,New Delhi,0,7229,24,3,19,55,22,35,2,40,7229,6962.9526
